StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Age,CoronaA1,CoronaA2,CoronaA3,CoronaA4,CoronaA5,CoronaA6,CoronaA7,CoronaB1,CoronaB2,CoronaB3,CoronaB5,CoronaB6,CoronaC,CoronaD,CoronaE1,CoronaE2,CoronaE3,CoronaE4,CoronaE5,CoronaE6,CoronaF1,CoronaF2,CoronaF3,CoronaF4,CoronaG1,CoronaG2,CoronaG3,Aggress1,Aggress2,Aggress3,SDO1,SDO2,SDO3,VSA1,VSA2,VSA3,GCB1,GCB2,GCB3,SpamCheck1,AuthTrust1,AuthTrust2,AuthTrust3,AuthTrust4,Party,StrenPartyID,Lean,PartyID1_125,PartyID2_4,PartyID3_4,PolAttitude_44,PolAttitude_45,PolAttitude_47,PolAttitude_48,FeelThermIn_1,Efficacy1,Efficacy2,Efficacy3,FeelThermOut_1,Hope,Sadness,Anger,PissedOff,Fear,Scared,Contempt,Disrespect,Disgust,Disappointment,Hostility,Hatred,TriatsOut_4,TriatsOut_5,TriatsOut_7,TriatsOut_9,TriatsOut_11,TriatsOut_12,TrustOut_1,SocDisOut1_1,SocDisOut2_1,SocDisOut3_1,Intolerance1,Intolerance2,Intolerance3,Intolerance4,ThreatOut1,ThreatOut2,ThreatOut3,PolConTheory1,PolConTheory2,PolConTheory3,LegitGnrl1,LegitGnrl2,LegitGnrl3,LegitGnrl4,LegitGnrl5,LegitGnrl6,LegitGnrl7,MetaPercepIn1,MetaPercepIn2,SpamCheck2,MetaPercepOut1,MetaPercepOut2,RiotLegit1,RiotLegit2,RiotLegit3,BanLegit1,BanLegit2,BanLegit3,PolPartic1,PolPartic2,PolPartic3,NationalNews,CNN,Fox,MSNBC,TalkRadio,SocialMedia,Parler,Telegram,AmericID1_125,AmericID2_4,AmericID3_4,Gender,Educ,Income,Ethnic,Religious,Ideolgy,Debriefing,workerId,assignmentId,hitId,OUTGROUP,OUT1,INGROUP,IN1,tID,IDS
1/16/21 10:32,1/16/21 10:35,0,52.119.96.2,100,217,1,1/16/21 10:35,R_6tyG4wNfw6eX36F,,,,,25.89619446,-80.15409851,anonymous,EN,20,3,3,3,3,2,4,4,3,3,3,3,4,6,1,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,5,5,4,3,5,4,6,5,5,4,5,5,4,4,4,1,4,,65,34,58,61,63,39,27,74,4,5,6,65,89,90,89,88,90,90,89,88,91,90,89,88,71,73,30,66,29,36,18,74,60,31,55,54,56,56,3,4,5,3,4,5,4,4,3,2,2,3,4,1,3,4,2,4,2,4,5,4,4,4,5,4,4,4,4,4,3,4,3,4,5,68,33,40,11,21,15,40,94,4,,A1D1AJSP1SORD9,3QJOXOW4XK5KRE48H454C78XGTREM2,360ZO6N6J1W09YFYJQKGV9C0ZTD9MC,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:28,1/16/21 10:36,0,141.154.49.193,100,432,1,1/16/21 10:36,R_9BRmHFrOwnpeekx,,,,,42.42799377,-71.0617981,anonymous,EN,57,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,2,2,2,2,1,1,3,2,1,1,1,1,1,1,6,6,1,2,1,1,2,1,2,6,1,4,5,5,1,3,,24,24,0,51,51,51,51,71,4,4,4,30,90,90,88,87,88,88,87,88,88,90,87,87,51,32,31,51,29,29,51,51,51,51,54,54,54,54,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,1,1,1,5,5,5,1,5,2,3,3,1,1,4,2,1,1,79,76,76,10,23,16,35,98,4,none. thank you,AX4QV62HBKJ34,3G5W44VEU8WNL40W2NICXX1544AGKF,3FW4EL5A3L1Z2AQ6OZMH6DQONIM22M,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:28,1/16/21 10:37,0,173.248.158.200,100,534,1,1/16/21 10:37,R_2s6Fba1GVaa345e,,,,,37.75100708,-97.8219986,anonymous,EN,28,3,2,3,2,3,2,2,3,2,2,2,3,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,4,5,4,6,5,4,5,4,1,2,,64,62,66,70,62,63,69,62,5,4,4,43,90,89,91,90,90,91,90,90,90,89,89,90,83,75,64,54,64,55,70,61,57,58,55,54,55,55,4,3,5,4,5,3,4,3,5,4,4,3,4,4,4,6,4,3,4,5,4,4,3,4,4,5,5,3,5,3,2,2,5,3,2,88,81,75,10,22,15,35,97,2,nice,AWDHQ8R31A02L,3K9FOBBF2IX4F2Z0AR782HNHUG1LNV,33N1S8XHHMYIJ0BMU2VHO5QQGL71ZC,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:28,1/16/21 10:37,0,67.86.130.28,100,512,1,1/16/21 10:37,R_3O2OIfu9SlkTW24,,,,,40.67399597,-73.9701004,anonymous,EN,29,2,1,2,1,1,3,1,3,3,4,2,2,4,3,4,4,5,5,2,3,4,4,3,4,5,5,5,1,2,1,3,5,1,3,2,1,2,4,1,6,1,2,2,1,3,,1,54,41,75,56,90,28,80,60,4,4,5,29,88,89,90,90,92,90,89,91,93,93,89,88,32,42,16,83,61,93,28,43,66,16,54,51,51,51,3,5,6,1,1,1,5,5,4,4,2,2,1,6,6,6,2,2,2,5,1,1,5,1,6,5,4,3,1,1,2,1,3,1,5,51,78,85,11,22,15,35,96,2,,A1N1ULK71RHVMM,337RC3OW06GHN789CITZCYHUGJ3LVC,3ODOP6T3ASX95O5TSD55ZSNM7WI42K,Republicans,Republican,Democrtas,Democrat,an Independent,Independents
1/16/21 10:30,1/16/21 10:37,0,172.92.192.210,100,426,1,1/16/21 10:37,R_r8cK25RgYvlKSzv,,,,,48.43490601,-122.202301,anonymous,EN,52,3,2,2,2,1,2,1,2,2,2,2,1,6,3,5,5,5,4,4,4,1,1,2,1,1,1,1,1,1,1,6,6,1,1,1,1,3,1,1,6,1,3,2,2,1,4,,43,78,47,77,77,67,61,41,4,3,3,19,87,91,93,92,92,91,93,93,93,93,93,90,16,39,9,96,47,69,6,20,49,28,54,51,51,51,2,3,2,1,1,1,2,2,1,1,1,1,1,3,2,6,5,5,1,1,1,6,6,6,1,6,4,6,6,1,2,1,3,1,1,69,60,58,11,23,14,35,95,2,"None, but thanks for asking for feedback!",A1XE5G7H6AO5HH,3AUQQEL7U674QBJNNP7GEEP6DLT0VJ,3EQPA8A3749PEHRQKR1NS5MCA26ZJD,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:28,1/16/21 10:38,0,68.109.205.71,100,582,1,1/16/21 10:38,R_w7w04WMSlpsjMml,,,,,41.38439941,-81.70030212,anonymous,EN,41,2,2,2,2,2,2,1,1,2,2,2,1,5,1,4,4,2,3,2,3,4,4,3,2,3,4,4,1,1,2,5,5,2,3,2,2,4,2,2,6,1,3,3,5,1,2,,62,65,62,58,60,63,62,70,5,5,5,31,90,90,91,91,90,90,90,91,90,91,90,88,39,74,46,61,32,55,34,81,83,87,51,51,51,51,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,6,5,5,1,1,1,5,5,5,1,5,2,3,4,1,1,3,3,1,1,74,75,95,10,22,15,35,97,3,,A2A0M8N8ZCZBBL,3X65QVEQI11LOY29L1YUM6T5VCNLCD,3INZSNUD803X549L6XLDCJP6QFL9DU,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:29,1/16/21 10:38,0,67.10.209.225,100,515,1,1/16/21 10:38,R_3kyRSfEM2pdiQTX,,,,,31.853302,-106.4381027,anonymous,EN,55,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,4,5,1,3,2,2,3,1,1,1,1,1,1,1,3,1,1,3,5,6,3,3,4,6,5,5,2,5,2,8,,77,100,81,82,100,100,100,100,6,6,6,10,93,93,87,87,87,87,87,90,87,93,87,87,24,100,38,100,0,68,44,100,100,100,51,51,51,51,5,5,5,6,6,6,1,1,1,1,1,1,1,4,4,6,6,6,1,1,1,1,1,1,1,6,5,6,6,6,6,1,5,1,1,100,100,75,11,21,15,38,99,6,,A1M96K9C8J8F9L,39K0FND3AITH11NW1Z3IGOI6VESMAE,32CAVSKPCE21X1HCOFW97DBBE3RU1F,Democrats,Democrat,Republicans,Republican,a Republican,Republicans
1/16/21 10:27,1/16/21 10:38,0,73.219.85.190,100,637,1,1/16/21 10:38,R_2zNJbxENXfcPEUI,,,,,42.32530212,-71.0951004,anonymous,EN,30,2,2,3,3,2,2,2,3,3,3,2,3,5,2,3,4,2,4,1,3,1,1,3,2,1,1,1,1,1,1,5,6,1,1,1,1,2,1,2,6,1,3,3,2,1,5,,91,90,31,85,85,83,84,75,5,5,5,12,88,91,92,92,91,92,91,90,91,92,91,91,68,46,10,88,33,69,14,4,3,4,56,52,52,52,4,4,4,1,1,1,2,2,3,3,1,1,1,2,2,6,3,3,1,1,1,6,6,6,2,4,1,1,1,1,1,2,2,1,1,35,32,24,11,23,15,35,93,2,,A30KJAZCNCECX2,31QNSG6A5S7KXANU0VHF1FFLA1X87L,3CZH926SICR104H9LX061TWB4Z8E4W,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:28,1/16/21 10:38,0,32.214.127.10,100,578,1,1/16/21 10:38,R_tYb9vEMRqXOELtL,,,,,41.26860046,-72.96510315,anonymous,EN,30,1,1,1,2,2,1,1,1,1,2,1,1,3,4,3,5,3,5,3,5,5,5,4,4,5,5,5,1,1,1,6,6,1,1,3,3,1,1,1,6,1,4,4,5,1,6,,100,100,100,100,100,100,100,100,6,6,6,15,90,92,92,92,91,90,92,92,92,92,92,92,75,25,5,95,95,95,5,10,10,10,51,51,51,51,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,6,1,6,1,6,6,1,6,1,1,1,1,90,90,90,10,22,15,37,94,2,,AOG0PUCLMU0HH,3EFVCAY5L4NDH5OW146C45KU1WXJ83,3QI9WAYOGQOGPAQ55GDQN8K41HN6SA,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:29,1/16/21 10:39,0,97.101.111.75,100,557,1,1/16/21 10:39,R_3KU7UnRqGZ2c52M,,,,,28.57879639,-81.43959808,anonymous,EN,39,1,1,2,1,1,1,1,1,1,1,3,1,2,4,3,4,2,4,1,3,2,1,2,1,1,1,1,1,1,1,6,6,1,1,1,3,3,1,1,6,1,1,1,1,1,8,,66,74,52,69,89,93,87,87,6,6,6,11,87,92,89,90,88,88,90,89,88,92,88,87,52,24,9,99,84,94,5,5,61,33,53,51,51,51,3,3,5,1,1,1,1,1,1,1,1,1,1,2,2,6,2,2,1,1,1,6,6,6,1,4,2,4,5,1,1,1,3,1,1,52,63,77,11,21,15,35,93,2,,A1FO1SROGRL5RH,3CN4LGXD5Y22TTWTB1H2XGJDCEAY45,3X7837UUADBNQ77FIM4CV7TH5YAJ67,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:32,1/16/21 10:39,0,24.18.31.91,100,412,1,1/16/21 10:39,R_1QtFLF7pAwx06q9,,,,,47.11010742,-122.7750015,anonymous,EN,28,2,2,2,2,1,1,1,1,1,3,1,2,4,3,5,5,3,5,1,2,5,5,4,5,5,5,5,1,1,1,6,5,1,1,1,1,2,1,2,6,1,2,3,2,1,2,,23,25,75,35,65,87,87,79,6,5,4,0,87,89,93,93,89,89,92,92,93,93,90,90,0,20,12,91,74,84,0,0,21,0,57,52,52,52,6,6,6,1,1,1,2,3,4,2,1,1,1,1,1,6,2,2,1,1,1,6,6,6,2,4,1,1,1,1,1,1,1,1,1,22,28,67,11,23,17,35,93,3,,A2F4MWR5Q5ZUSS,3HHRAGRYX9JRWLY3M94VCXWRKWQ9O2,3X7837UUADBNQ77FIM4CV7TH5YAJ67,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:28,1/16/21 10:39,0,69.145.142.70,100,660,1,1/16/21 10:39,R_27ThcmEhs6WTUDZ,,,,,37.9546051,-103.6643982,anonymous,EN,67,3,2,2,2,1,2,2,3,2,2,2,2,5,2,4,4,2,4,3,4,2,2,2,3,2,1,1,5,6,4,4,2,5,4,2,6,5,2,2,6,2,1,2,4,2,5,,84,88,85,89,88,87,88,90,5,5,4,26,88,91,91,91,88,88,92,92,92,92,91,90,8,27,3,100,71,72,3,22,76,51,54,51,51,51,5,5,5,5,5,3,4,2,4,1,1,1,1,5,5,6,4,4,1,1,1,1,1,1,1,4,4,2,2,5,1,2,4,1,1,96,96,100,10,21,15,35,98,6,,APHMJQQFW0U5S,3ND9UOO81LGU2W8E2SYVY008NS5LWM,33N1S8XHHMYIJ0BMU2VHO5QQGL71ZC,Democrats,Democrat,Republicans,Republican,a Republican,Republicans
1/16/21 10:28,1/16/21 10:40,0,136.36.141.14,100,672,1,1/16/21 10:40,R_swoARNaWnXMEnJf,,,,,40.78489685,-111.9337997,anonymous,EN,36,2,2,2,2,2,2,2,1,1,2,2,2,2,3,4,4,4,4,3,4,1,1,2,1,1,1,1,1,1,1,6,6,2,2,2,2,1,1,1,6,2,2,4,4,1,8,,57,59,26,60,67,65,65,80,5,5,5,9,88,91,91,91,91,91,90,90,91,93,89,89,26,24,2,89,90,91,14,67,63,29,52,52,52,52,4,3,3,1,1,1,1,1,1,1,1,1,1,5,5,6,2,2,1,1,1,5,5,6,1,3,1,1,1,1,1,1,5,1,1,27,24,7,10,22,15,35,93,2,,A28O8I1SYFZO7A,3R3YRB5GRGH0E9S5A1U47YZ080VAUU,3NC6WP7WJHX7Q6MKG30VIRM2VWBWWF,Republicans,Republican,Democrats,Democrat,a Democrat,Democrats
1/16/21 10:35,1/16/21 10:40,0,24.101.174.13,100,269,1,1/16/21 10:40,R_1eIwHCfBSBJGjaa,,,,,39.61509705,-76.06330109,anonymous,EN,25,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,4,4,4,4,2,4,4,2,2,1,1,1,5,5,1,4,2,4,5,3,3,6,6,1,3,4,3,,1,81,74,36,69,67,44,40,30,2,2,2,30,90,90,90,90,87,87,87,87,87,87,87,87,76,35,24,61,33,28,23,78,76,78,51,51,51,51,1,1,1,3,3,3,1,1,1,1,1,1,1,5,5,6,5,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,90,88,87,11,22,15,36,93,4,,A2SYTRKH1JWJO5,3R0T90IZ1TQ526O8AA1E9EOXZV2GC3,30EV7DWJTV8DLW2E4M5F5U85I2J6YO,Republicans,Republican,Democrtas,Democrat,an Independent,Independents
