StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,language,approve,dem_gender,dem_age,location,dem_education,dem_education_6_TEXT,dem_religion,dem_religion_4_TEXT,dem_religiosity_leve,dem_religiosity_leve_6_TEXT,dem_origin,dem_origin_2_TEXT,pol_ideology,pol_camp,perc_in_v_1,perc_in_v_2,perc_in_v_3,perc_in_v_4,perc_in_v_5,perc_in_v_6,perc_in_v_7,perc_out_v_1,perc_out_v_2,perc_out_v_3,perc_out_v_4,perc_out_v_5,perc_out_v_6,perc_out_v_7,aggress_1,aggress_2,aggress_3,sdo_1,sdo_2,sdo_3,sup_in_v_1,sup_in_v_2,sup_in_v_3,sup_in_v_4,sup_in_v_5,sup_in_v_6,sup_in_v_7,attention_1_1,attention_1_2,attention_1_3,attention_1_4,attention_1_5,attention_1_6,out_sup_v_1,out_sup_v_2,out_sup_v_3,out_sup_v_4,out_sup_v_5,out_sup_v_6,out_sup_v_7,vsa_1,vsa_2,vsa_3,vsa_4,dmc_values_1,dmc_values_2,dmc_values_3,mp_in_v_1,mp_in_v_2,mp_in_v_3,mp_in_v_4,mp_in_v_5,mp_in_v_6,mp_in_v_7,mp_out_v_1,mp_out_v_2,mp_out_v_3,mp_out_v_4,mp_out_v_5,mp_out_v_6,mp_out_v_7,effic_1,effic_2,effic_3,grd_1,grd_2,trust_1,trust_2,trust_3,trust_4,thermo_out_1,thremo_in_1,emo_emp,emo_ang,emo_hate,emo_cont,emo_fear,emo_disrespect,emo_despair,attention_2_1,attention_2_2,attention_2_3,attention_2_4,attention_2_5,attention_2_6,threat_1,threat_2,threat_3,intol_1,intol_2,intol_3,intol_4,intol_5,col_idnt_1,col_idnt_2,sim_1,cor_dmg_1,cor_dmg_2,cor_dmg_3,cor_blame,pol_idnt_1,pol_idnt_2,pol_idnt_3,pol_attit_1,pol_attit_2,participation_1,participation_2,participation_3,participation_4,feedback,i.user1,i.user9,i.user3,ingroup,t_ingroup,outgroup,t_outgroup,ingroupers,outgroupers,pol_slf,pol_slf_fe,SIDE,order,aggress_avg,sdo_1_r,sdo_avg,vsa_1_r,vsa_avg,dmc_values_avg,effic_avg,grd_avg,affectve_polar,threat_avg,intol_avg,col_idnt_1_r,pol_idntl_avg,pol_attit_avg,participation_avg,order_num,sup_in_v_order,sup_in_v_verbal,sup_in_v_physicall,out_sup_v_order,out_sup_v_verbal,out_sup_v_physicall,viol_legit_binar,Zdem_age,Zdem_education,Zdem_religiosity_leve,Zaggress_avg,Zsdo_avg,Zvsa_avg,Zpol_idntl_avg,Zthermo_out_1,Zeffic_avg,sex,pol_camp_mc
10/21/2020 15:04:30,10/21/2020 15:24:20,0,213.57.88.231,100,1190,1,10/21/2020 15:24:21,R_3qqygmsj1NBSy9w, , , , ,32.06669617,34.76669312,anonymous,HE-FE,2,1,2,27,4,2, ,1, ,1, ,1, ,2,1,0,0,0,0,0,0,0,100,100,100,100,99,100,100,1,1,1,2,5,1,1,1,1,1,1,1,1,1, , , ,1,1,6,6,6,6,6,6,6,1,4,3,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,5,1,3,1,18,50,1,6,3,5,6,6,5, , , , ,1,1,6,6,6,6,6,6,4,6,6,1,1,4,6,6,6,6,6,6,1,2,1,4,2,2, ,9C53B3A353FF4CA1B932245B42619ADD,S416963,529051,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,1,5,3,6,4.75,6,6,1,32,6,5.6,1,6,1.5,2.25,1,1,1,1,6,6,6,0,-0.969100272,-0.462191819,-0.594950259,-0.501366073,0.938315298,1.053147685,1.631747377,-1.136908282,1.081408506,0,-0.494
10/21/2020 15:05:49,10/21/2020 15:30:54,0,186.4.14.44,100,1504,1,10/21/2020 15:30:54,R_3I0NxPkCTXWnROE, , , , ,9.956695557,-84.12290192,anonymous,HE-FE,2,1,2,50,4,3, ,1, ,1, ,2, ,3,1,39,39,70,39,31,41,11,80,76,68,27,32,28,28,1,1,1,5,2,2,2,2,2,1,1,1,1, , , , ,1,1,4,4,4,3,3,3,2,3,5,4,5,5,5,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,2,2,3,3,77,73,5,4,2,2,3,2,4, , , , ,1,1,2,2,3,1,1,1,1,1,3,6,5,6,6,6,2,3,2,1,5,2,1,5,1,4, ,C107AC378F9D4FC3B4CDB04BBFDD32F1,S416963,161240,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,ingroupfirst,1,2,2,4,4.5,5,4,3.5,-4,2.333333333,1,4,2,3.5,2.75,0,2,1.5,1,4,3.5,2.666666667,0,0.580059184,0.334690628,-0.594950259,-0.501366073,0.078264612,0.862429162,-1.676966466,1.58474749,-0.878848605,0,-0.494
10/21/2020 15:25:09,10/21/2020 15:40:35,0,77.138.16.238,100,926,1,10/21/2020 15:40:37,R_2fg2ZiEECxWlazb, , , , ,31.89430237,34.81919861,anonymous,HE-FE,2,1,2,64,4,4, ,1, ,1, ,1, ,3,1,52,52,52,52,52,52,52,100,100,100,100,100,100,100,1,1,1,6,5,5,6,1,6,6,1,1,1, , , , ,1,1,6,6,6,6,6,6,6,1,6,6,6,5,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,4,1,1,1,48,98,1,6,6,6,6,6,1, , , , ,1,1,6,6,6,6,6,6,6,6,3,3,3,1,3,1,6,6,6,3,6,6,1,6,3,3,תודה גם לכם,0B5238F7591745F6BE5DB2B292080936,S416963,373576,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,1,1,5,6,6,5,6,1,50,6,6,4,5,6,3.25,1,3.5,6,1,6,6,6,0,1.523025809,1.131573074,-0.594950259,-0.501366073,2.65841667,2.006740301,0.804568916,0.246984483,1.081408506,0,-0.494
10/21/2020 15:25:16,10/21/2020 15:45:42,0,84.110.222.254,100,1226,1,10/21/2020 15:45:43,R_1GVn1CQ9uxMyqZV, , , , ,32.06669617,34.76669312,anonymous,HE-FE,2,1,2,53,2,3, ,1, ,1, ,1, ,2,1,77,70,80,95,94,95,90,90,95,95,94,88,90,90,1,1,1,6,6,1,4,4,5,6,5,6,5, , , , ,1,1,6,6,6,6,6,5,5,1,6,5,6,6,6,3,5,4,5,2,4,3,3,5,5,5,5,5,5,5,5,5,3,3,3,1,1,1,4,62,76,3,4,2,1,5,1,6, , , , ,1,1,3,4,4,4,1,1,1,1,3,6,6,2,5,6,1,5,6,4,4,5,1,6,1,6,אין,4B362B619FB64BA3ABE0D340A332F570,S416963,585060,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,ingroupfirst,1,1,3.5,6,5.75,6,4.333333333,3,14,3.666666667,1.6,4,5,4.5,3.5,0,4,5.5,5.333333333,6,6,5.333333333,1,0.782123461,0.334690628,-0.594950259,-0.501366073,1.368340641,1.816021778,0.804568916,0.892801107,-0.552139086,0,-0.494
10/21/2020 15:34:27,10/21/2020 15:39:49,0,89.144.216.3,100,321,1,10/21/2020 15:39:49,R_TvnJanVTBNtWPJv, , , , ,48.23429871,16.29299927,anonymous,HE-FE,2,1,2,27,2,3, ,1, ,1, ,1, ,2,1,41,67,65,68,68,67,73,49,49,53,55,59,34,37,2,2,1,5,3,3,5,5,5,5,3,4,3, , , , ,1,1,4,4,3,4,3,3,3,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,5,5,5,5,3,3,1,2,3,3,56,57,4,3,3,3,3,3,3, , , , ,1,1,3,3,3,3,2,3,3,3,3,5,5,4,3,4,2,4,4,2,3,3,1,3,1,3, ,A1DD7F3880D549BB9DBD121058CEDEED,S416963,290322,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,ingroupfirst,1.666666667,2,3,2,4,5,5,3,1,3,2.8,4,3.333333333,3,2,0,5,5,3.333333333,4,3.5,3,1,-0.969100272,0.334690628,-0.594950259,0.468394223,0.938315298,0.480992116,-0.574061852,0.616022554,0.101279951,0,-0.494
10/21/2020 15:41:52,10/21/2020 15:50:49,0,77.127.69.245,100,537,1,10/21/2020 15:50:50,R_1CKKGdEJEosYZUh, , , , ,32.06669617,34.76669312,anonymous,HE,1,1,1,54,2,4, ,1, ,3, ,1, ,3,1,45,47,44,47,47,47,47,47,47,47,47,47,47,47,2,2,2,1,1,1,3,3,3,3,3,3,3, , , , ,1,1,3,3,3,3,3,3,3,6,1,1,3,6,6,6,3,3,3,6,3,3,3,3,3,3,3,3,3,3,6,6,6,3,3,2,3,3,1,50,50,4,2,2,2,1,3,1, , , , ,1,1,1,1,1,1,1,1,1,6,6,6,1,2,4,1,1,6,4,4,4,4,1,1,4,4, ,6230FC029234489890A9FD921B4EDFCD,S416963,415434,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,2,6,1,1,1.5,6,6,3,0,1,2,1,4.666666667,4,2.5,1,3,3,3,3,3,3,1,0.84947822,1.131573074,0.938426697,0.953274371,-0.781786073,-1.426193117,0.528842763,0.339244001,1.081408506,1,-0.494
10/21/2020 15:44:04,10/21/2020 16:02:47,0,2.53.23.116,100,1123,1,10/21/2020 16:02:48,R_1mlLTadF5gz6RtO, , , , ,32.06669617,34.76669312,anonymous,HE,1,1,1,44,5,2, ,1, ,1, ,2, ,2,1,29,28,21,22,23,0,0,78,77,100,100,83,100,100,1,1,1,6,1,1,1,1,1,1,1,1,1, , , , ,1,1,6,6,6,6,5,5,5,1,6,4,6,6,6,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,4,3,1,1,5,2,3,1,84,85,5,4,1,4,5,5,5, , , , ,1,1,2,2,2,2,2,2,1,1,1,6,5,1,2,3,4,6,5,5,5,5,1,1,1,5, ,E865448CA4E24BE5863F815401BD1C82,S416963,184563,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,1,1,1,6,5.5,6,4.333333333,1,1,2,1.6,6,5.333333333,5,2,1,1,1,1,6,6,5,0,0.17593063,-0.462191819,-0.594950259,-0.501366073,-0.781786073,1.625303255,1.08029507,1.907655802,-0.552139086,1,-0.494
10/21/2020 15:50:26,10/21/2020 16:12:06,0,84.228.161.95,100,1300,1,10/21/2020 16:12:07,R_1kHaSQZe9AGbwHQ, , , , ,31.5,34.75,anonymous,HE-FE,2,1,2,69,5,2, ,1, ,2, ,2, ,2,1,75,50,50,30,20,20,20,77,77,100,75,50,60,40,1,1,1,6,1,1,6,6,5,5,6,6,5, , , , ,1,1,5,4,6,6,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,3,3,2,3,2,3,50,50,2,2,5,5,2,3,4, , , , ,1,1,4,5,5,5,6,6,6,6,6,1,1,5,4,4,6,5,3,4,6,6,6,6,5,6, ,8D7D0D402ED44BA3AB7091E3A0BAEA76,S416963,112558,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,1,1,1,6,2.5,1,2,3,0,4.666666667,5.8,1,4,6,5.75,1,6,5,5.666666667,4.5,6,4,1,1.859799604,-0.462191819,0.171738219,-0.501366073,-0.781786073,-0.663319024,-0.022609545,0.339244001,-2.839105716,0,-0.494
10/21/2020 16:00:33,10/21/2020 16:12:27,0,46.116.41.217,100,713,1,10/21/2020 16:12:28,R_3JFuncewRUBSEXq, , , , ,32.06669617,34.76669312,anonymous,HE,1,1,1,52,4,3, ,1, ,1, ,1, ,3,1,49,49,49,49,25,24,5,49,76,49,49,49,15,10,1,1,1,5,1,4,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,1,1,1,1,1,5,6,5,6,6,2,4,3,3,3,3,3,3,2,2,2,2,2,2,2,6,6,6,3,3,2,3,4,1,49,49,1,5,4,6,1,1,6, , , , ,1,1,4,5,4,1,1,2,1,4,1,6,4,1,5,3,1,5,5,1,5,3,1,2,1,2,אין לי ארץ אחרת,92BEFA8636324F578AECFA68916D85CE,S416963,118291,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,ingroupfirst,1,2,2.5,6,5.5,6,6,3,0,4.333333333,1.8,6,3.666666667,4,1.5,0,1,1,1,1,1,1,0,0.714768702,0.334690628,-0.594950259,-0.501366073,0.508289955,1.625303255,-0.298335698,0.293114242,1.081408506,1,-0.494
10/21/2020 16:13:05,10/21/2020 16:30:52,0,46.19.86.41,100,1067,1,10/21/2020 16:30:53,R_1hVV8GXkqABpUoN, , , , ,32.06669617,34.76669312,anonymous,HE,1,1,1,37,2,2, ,1, ,5, ,1, ,2,1,97,95,88,85,79,81,85,89,74,88,87,82,64,59,2,3,4,4,2,1,6,6,6,6,6,5,5, , , , ,1,1,6,6,6,6,6,5,5,4,2,5,6,6,6,6,6,6,6,6,6,6,6,2,2,4,5,5,5,5,6,6,6,1,1,2,2,2,1,25,77,4,4,3,5,2,4,1, , , , ,1,1,4,4,5,3,3,4,3,4,4,5,5,1,4,5,2,5,5,2,2,5,1,3,1,3, ,C44BA154D540484EAFF3A5B57B14EFED,S416963,524895,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,3,3,1.5,3,4,6,6,1,52,4.333333333,3.4,3,4,3.5,2,1,6,6,5.333333333,6,6,5.333333333,1,-0.295552682,-0.462191819,2.471803652,2.407914814,-0.35176073,0.480992116,-0.022609545,-0.81399997,1.081408506,1,-0.494
10/21/2020 16:14:51,10/21/2020 16:29:45,0,217.132.159.28,100,894,1,10/21/2020 16:29:46,R_2rZTh3iNcd9Yztl, , , , ,31.7808075,35.22869873,anonymous,HE,1,1,1,69,1,4, ,1, ,1, ,1, ,3,1,75,80,100,100,100,100,100,45,44,12,50,33,0,10,1,1,1,6,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,1,1,1,1,6,1,1,1,6,6,6,2,2,6,6,6,4,5,6,6,6,4,6,6,6,4,4,2,3,4,1,3,1,1,64,65,6,2,1,1,1,1,6, , , , ,1,1,1,1,1,1,1,1,1,1,1,6,6,1,2,1,1,2,2,1,4,4,5,4,1,4,ימין של תורת זבוטינסקי.נחשב היום שמאל בישראל.,597853C0634B45B788912D2832C18C4C,S416963,505935,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,ingroupfirst,1,1,1,1,1,6,3.333333333,3.5,1,1,1,6,1.666666667,4,3.5,0,1,1,1,1,1,1,0,1.859799604,1.131573074,-0.594950259,-0.501366073,-0.781786073,-1.807630163,-1.95269262,0.985060625,-1.532267642,1,-0.494
10/21/2020 16:19:06,10/21/2020 16:42:02,0,46.120.241.180,100,1375,1,10/21/2020 16:42:03,R_Z7UYviAPrzxnlIZ, , , , ,31.92860413,34.80700684,anonymous,HE,1,1,1,22,4,2, ,1, ,2, ,1, ,2,1,55,63,60,60,29,69,68,98,90,96,62,90,87,100,4,4,4,4,2,2,4,2,4,4,2,1,1, , , , ,1,1,6,6,6,4,4,4,4,4,5,2,3,5,6,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,2,2,3,3,2,2,20,86,2,4,3,5,3,5,5, , , , ,1,1,6,6,6,4,5,6,5,6,5,4,3,4,4,5,4,5,5,3,5,4,1,5,4,5, ,7934E021F5134024B7D36CC1C69922A0,S416963,599607,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,4,3,2,3,3.25,5.5,5,2,66,6,5.2,2,4.333333333,4.5,3.75,1,3,4,1.333333333,6,5,4,1,-1.305874066,-0.462191819,0.171738219,3.862555258,0.078264612,-0.091163454,0.253116609,-1.044648764,0.101279951,1,-0.494
10/21/2020 16:20:35,10/21/2020 17:16:39,0,132.72.169.40,100,3364,1,10/21/2020 17:16:40,R_6zYQw5lIjIWLifv, , , , ,29.55799866,34.94819641,anonymous,HE-FE,2,1,2,60,4,1, ,1, ,2, ,2, ,2,1,66,65,79,71,37,18,17,49,63,63,76,25,27,27,1,1,1,5,2,2,2,2,2,2,1,1,1, , , , ,1,1,4,4,5,3,2,2,2,2,5,5,5,5,5,4,4,4,3,3,3,2,2,4,3,2,4,4,4,4,5,5,5,3,3,4,4,5,4,60,72,1,3,1,3,4,2,4, , , , ,1,1,3,3,3,4,3,4,3,4,2,4,4,2,4,2,1,4,3,3,4,3,1,4,2,4, ,6636552DE93B438E96D4963834FF7944,S416963,301857,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,1,2,2,5,5,5,5,3,12,3,3.6,5,3.333333333,3.5,2.75,1,2,2,1,4,4,2,0,1.253606773,-1.259074266,0.171738219,-0.501366073,0.078264612,1.243866208,-0.574061852,0.80054159,0.101279951,0,-0.494
10/21/2020 16:24:24,10/21/2020 16:39:55,0,141.226.169.81,100,930,1,10/21/2020 16:39:56,R_3JkILGhncivOaLu, , , , ,32.06669617,34.76669312,anonymous,HE-FE,2,1,2,51,3,1, ,1, ,1, ,1, ,3,1,75,50,75,11,75,75,77,76,75,77,32,78,77,75,1,1,1,3,1,1,1,1,1,1,1,1,1, , , , ,1,1,4,5,5,5,5,5,5,1,2,4,5,6,6,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,6,4,20,63,2,6,4,1,5,5,5, , , , ,1,1,5,5,2,1,1,1,1,1,4,6,3,1,2,1,1,5,4,1,2,2,1,2,1,2, ,89335644A0194EA989E5AAB4E11B3941,S416963,483543,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,ingroupfirst,1,4,1,6,4.25,6,5,3,43,4,1,3,3.333333333,2,1.5,0,1,1,1,4.5,5,5,0,0.647413943,-1.259074266,-0.594950259,-0.501366073,-0.781786073,0.671710639,-0.574061852,-1.044648764,0.101279951,0,-0.494
10/21/2020 16:28:14,10/21/2020 16:40:41,0,188.64.207.104,100,746,1,10/21/2020 16:40:42,R_1DBSqs8IfgKlcwS, , , , ,32.06669617,34.76669312,anonymous,HE-FE,2,1,2,54,4,3, ,1, ,4, ,2,צרפת,2,1,27,31,15,21,3,1,2,100,100,100,67,20,17,17,1,1,1,2,1,1,1,1,1,1,1,1,1, , , , ,1,1,6,6,6,2,2,2,2,1,5,6,6,6,6,3,2,2,2,3,2,2,1,5,5,5,5,5,5,5,6,6,4,1,1,4,1,5,2,49,95,1,6,3,6,2,6,3, , , , ,1,1,5,5,5,6,5,4,2,5,5,6,4,5,2,5,4,4,3,2,5,3,1,3,1,2,לא,1FE9A2EF71F545608A7FFD2EC27A5846,S416963,68497,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,ingroupfirst,1,5,1,6,5.75,6,5.333333333,1,46,5,4.4,2,3,4,1.75,0,1,1,1,6,4,2,0,0.84947822,0.334690628,1.705115174,-0.501366073,-0.781786073,1.816021778,-0.849788005,0.293114242,0.427989469,0,-0.494
10/21/2020 16:29:16,10/21/2020 16:48:55,0,195.60.235.132,100,1179,1,10/21/2020 16:48:56,R_1Crm1UegxSk3ury, , , , ,31.7808075,35.22869873,anonymous,HE,1,1,1,59,2,6,תואר ראשון Bsc + השכלה תורנית,1, ,6,חרדי,2,טוניסיה,2,1,18,15,49,38,30,7,7,59,62,72,88,14,10,8,2,1,1,4,4,2,3,2,2,2,1,1,1, , , , ,1,1,4,4,5,6,3,1,1,4,4,3,2,5,5,6,4,4,5,5,4,4,3,5,5,4,2,4,6,6,6,6,4,1,1,5,2,3,1,29,76,3,4,2,5,3,2,2, , , , ,1,1,5,5,6,1,1,2,1,5,3,5,3,2,2,5,2,4,3,3,5,3,1,2,1,3,"האם השמאל תומך עדיין במדינת ישראל?
כבר לא ברור, 
מרץ כבר לא תנועה ציונית בהצהרה 
העבודה, נגררת אחרי השמאל הקיצוני",B673A03FEC3643389524956577DD57B7,S416963,16618,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,ingroupfirst,1.333333333,3,3,3,3,5,5.333333333,1,47,5.333333333,2,4,3.333333333,4,1.75,0,2.5,2,1,4,5.5,1.666666667,0,1.186252014,2.725337968,3.23849213,-0.016485925,0.938315298,-0.281881977,-0.574061852,-0.629480935,0.427989469,1,-0.494
10/21/2020 16:44:58,10/21/2020 16:58:38,0,109.65.43.205,100,820,1,10/21/2020 16:58:39,R_SP3lFGHQtCsfu4V, , , , ,32.06669617,34.76669312,anonymous,HE-FE,2,1,2,23,4,1, ,1, ,1, ,1, ,3,1,40,50,80,70,0,9,14,95,88,100,62,20,50,21,1,1,1,5,5,1,3,2,2,2,2,1,1, , , , ,1,1,5,5,5,6,3,2,2,3,3,2,4,6,6,6,6,3,3,4,4,1,1,2,5,5,1,3,3,5,5,3,5,2,1,3,1,3,1,32,75,2,6,5,6,5,4,6, , , , ,1,1,6,6,3,2,3,2,2,5,4,5,4,1,2,5,2,6,5,4,5,5,1,4,5,4, ,6388BA21523D4B9EA64CF19DC8629F19,S416963,561954,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,1,2,3,4,3.25,6,4.333333333,1.5,43,5,2.8,3,5,5,3.5,1,2.5,2,1.333333333,5,5.5,2.333333333,1,-1.238519307,-1.259074266,-0.594950259,-0.501366073,0.938315298,-0.091163454,0.804568916,-0.491091658,-0.552139086,0,-0.494
10/21/2020 16:53:36,10/21/2020 17:21:30,0,93.173.41.104,100,1673,1,10/21/2020 17:21:31,R_1LRkm2X8snATNPT, , , , ,32.06669617,34.76669312,anonymous,HE-FE,2,1,2,62,4,6,"על תיכוני , לא אקדמאי",1, ,1, ,1, ,2,1,50,55,59,57,52,52,58,77,78,81,83,74,61,75,1,1,1,5,5,5,1,1,1,1,1,1,1, , , , ,1,1,6,6,6,6,6,5,5,1,4,5,5,6,5,4,5,5,5,5,5,4,4,1,1,1,1,2,4,3,6,6,6,1,1,5,1,3,1,52,56,2,6,2,3,3,6,6, , , , ,1,1,4,5,5,3,2,1,1,5,2,6,3,1,1,1,5,4,2,1,4,4,1,1,1,2,"חשוב לי לציין שלצערי, לתקשורת יש חלק גדול ממה שקורה היום בארץ. היא המלבה והמתסיסה לדעתי האישית . וחבל!!!!",2E44D7054F7548EE850CF065D4E2FE4A,S416963,159511,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,1,2,5,6,5,5.5,6,1,4,4.666666667,2.4,5,2.333333333,4,1.25,1,1,1,1,6,6,5.333333333,0,1.388316291,2.725337968,-0.594950259,-0.501366073,2.65841667,1.243866208,-1.401240313,0.431503519,1.081408506,0,-0.494
10/21/2020 17:22:18,10/21/2020 17:31:23,0,87.69.222.51,100,545,1,10/21/2020 17:31:23,R_3I6vSJ1GpQKqVwK, , , , ,32.01229858,34.77049255,anonymous,HE-FE,2,1,2,64,2,4, ,1, ,1, ,2,ברית המועצות,1,1,40,41,60,59,60,65,65,80,80,64,81,53,31,32,1,1,1,1,6,6,1,1,1,1,1,1,1, , , , ,1,1,4,4,4,4,4,4,4,4,1,1,3,6,6,3,3,4,4,4,4,4,3,4,4,3,3,3,4,4,6,6,6,3,3,1,1,1,1,50,91,4,1,1,3,1,2,6, , , , ,1,1,1,1,1,1,1,1,1,5,3,5,2,4,4,3,1,6,6,4,6,5,2,6,1,5, ,4CF1E1759D7642ECA158818B8A4D18C5,S416963,177774,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,1,6,6,3,2,6,6,3,41,1,1.8,4,5.333333333,5.5,3.5,1,1,1,1,4,4,4,0,1.523025809,1.131573074,-0.594950259,-0.501366073,3.518467355,-1.04475607,1.08029507,0.339244001,1.081408506,0,-0.494
10/21/2020 17:29:26,10/21/2020 17:46:08,0,95.86.116.189,100,1002,1,10/21/2020 17:46:09,R_29tyGlzFD1MRmGi, , , , ,31.81559753,34.72079468,anonymous,HE,1,1,1,44,4,1, ,1, ,5, ,1, ,1,1,0,10,10,25,5,5,5,100,100,100,100,100,90,90,1,1,1,6,1,1,3,3,1,1,1,1,1, , , , ,1,1,6,6,6,6,6,6,6,3,3,1,3,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,3,1,1,1,0,100,1,6,3,6,6,6,3, , , , ,1,1,6,6,6,3,3,6,3,6,3,3,1,1,4,3,1,6,6,1,4,3,1,3,3,3, ,B20BB1ED10BA44D2BB02B88F39536B7E,S416963,525056,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,1,1,1,4,2.75,6,6,1,100,6,4.2,4,4.333333333,3.5,2.5,1,3,1,1,6,6,6,0,0.17593063,-1.259074266,2.471803652,-0.501366073,-0.781786073,-0.472600501,0.253116609,-1.967243941,1.081408506,1,-0.494
10/21/2020 17:40:13,10/21/2020 17:52:41,0,37.142.8.212,100,747,1,10/21/2020 17:52:42,R_32W06KgR07p2zhX, , , , ,32.06669617,34.76669312,anonymous,HE-FE,2,1,2,22,2,1, ,1, ,2, ,1, ,3,1,60,80,100,75,40,0,0,90,80,20,80,20,70,20,1,1,1,3,4,2,5,4,5,6,3,2,2, , , , ,1,1,5,4,2,2,3,4,2,2,4,2,4,4,6,5,6,6,6,3,6,5,5,4,5,4,4,5,3,4,6,5,1,2,2,5,4,5,3,22,100,2,6,6,5,2,5,3, , , , ,1,1,4,5,4,3,4,1,1,3,5,4,2,1,3,5,4,5,4,5,4,5,1,5,3,5, ,74D564F6505542DDBDC8889C2B011A33,S416963,466792,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,1,4,3,5,3.75,5,4,2,78,4.333333333,2.4,2,4.666666667,4.5,3.5,1,4.5,5.5,2.333333333,4.5,2,3,1,-1.305874066,-1.259074266,0.171738219,-0.501366073,0.938315298,0.290273592,0.528842763,-0.952389246,-0.878848605,0,-0.494
10/21/2020 17:43:06,10/21/2020 18:04:24,0,109.67.77.4,100,1277,1,10/21/2020 18:04:25,R_1QybUemgRnkfW2T, , , , ,32.06669617,34.76669312,anonymous,HE-FE,2,1,2,65,2,2, ,1, ,5, ,1, ,2,1,51,70,58,59,23,34,27,52,77,72,72,33,41,16,1,1,1,3,4,2,2,2,2,1,1,1,1, , , , ,1,1,5,5,4,4,2,4,2,4,5,4,4,6,6,5,3,2,2,3,1,1,1,5,5,3,5,6,6,6,6,6,6,2,2,3,5,5,6,26,74,2,5,2,5,5,6,3, , , , ,1,1,2,2,2,3,2,1,1,3,5,5,5,3,2,2,2,4,3,3,2,2,1,3,1,3, ,5489DCA1619E4764AE850FDCF4887723,S416963,171476,ימין,הימין,שמאל,השמאל,ימנים,שמאלנים,ימני,ימנית,R,outgroupfirst,1,4,3,3,4,6,6,2,48,2,2,2,3.333333333,2,2,1,2,1.5,1,5,4,2.666666667,0,1.590380568,-0.462191819,2.471803652,-0.501366073,0.938315298,0.480992116,-0.574061852,-0.767870211,1.081408506,0,-0.494
